-0.09210073,-0.14164339,-0.028561523,0.07047548
0.02628874,-0.09611647,-0.10875073,0.09485291
-0.075524256,-0.31968552,-0.09808408,-0.1095703
-0.009384583,-0.12597035,-0.12582262,0.013824176
-0.090616345,-0.035186633,-0.06445439,-0.06529779
-0.071277566,-0.037728008,-0.008586923,0.012182883
-0.01961811,0.09403693,0.0046747136,0.046096664
0.042968314,-0.14781092,-0.22376467,0.042702373
0.010027671,-0.32773095,-0.1696943,-0.0028699324
-0.01948453,-0.082446955,-0.13812001,-0.15262043
0.028468624,-0.12473875,-0.26076204,0.06425647
0.05939288,-0.07794597,0.22400413,0.0042687515
-0.011908063,-0.0045035724,0.071601175,-0.02066213
0.11516451,0.10192463,0.18066578,-0.09754749
0.028131673,0.17794608,0.021493677,0.055317346
0.04027183,-0.032255486,0.2519008,-0.19994563
-0.13474122,-0.2419183,-0.023693863,-0.04509754
-0.30691552,-0.32604128,0.5063406,-0.2788184
0.03298515,-0.03833596,-0.19627662,-0.012961104
0.07242576,-0.10625589,-0.10887089,-0.09813326
-0.016960882,0.0013460565,-0.12615424,-0.09524525
-0.23243028,-0.21445645,-0.03882255,-0.17491108
-0.16042428,-0.3077932,-0.0012113904,-0.023530003
-0.47096923,-0.120069824,0.51422787,-0.3470044
-0.08809909,0.094359934,-0.08536011,0.0410707
0.07103428,0.058676485,0.23849759,0.029180588
0.06840033,-0.14453149,-0.11668351,-0.015562237
-0.19455887,-0.19969328,-0.05411505,0.010699795
-0.19349486,-0.0192373,-0.07699551,0.03021154
-0.40326914,0.011970907,0.52085054,-0.272653
0.05661783,-0.07184123,0.07382801,0.11246122
-0.022993736,0.096161515,0.16390145,-0.06579505
0.012984622,-0.107857384,-0.23056202,-0.047938287
0.1125789,0.04138478,0.14062083,0.033413492
-0.32332534,0.17921737,0.07776432,-0.10910707
0.049106184,-0.17428541,0.11483662,0.12940326
0.08611034,-0.066875555,0.12711816,0.07945707
-0.0599193,-0.12013891,-0.028595457,-0.05978566
-0.03274536,0.08262233,0.073684394,-0.020512808
0.01143583,-0.03168264,0.2855899,0.033646256
-0.35751447,0.010868123,0.22219987,-0.1554621
0.15018906,0.04863736,0.2845719,0.16691674
-0.08437971,-0.029734485,0.1248321,-0.11472716
0.043987345,0.022822166,0.007888135,-0.017028416
-0.092620365,-0.2659203,-0.2012526,-0.08157953
-0.17362164,-0.005266416,0.39267075,0.1383087
-0.15268128,-0.10953416,0.028591812,0.14925338
0.08075559,0.14490466,0.2809402,0.18126267
0.04948124,-0.04939695,0.031403165,-0.10058787
0.10964327,-0.064335056,-0.06758716,-0.10149862
0.1349074,-0.095186956,-0.22408624,0.13039185
0.04626281,0.051357694,0.19272673,0.03791732
-0.26746076,-0.25375947,-0.03079336,-0.082212746
0.10978455,-0.2688264,0.1774892,0.12831825
-0.06495045,0.03925385,0.046984356,-0.04236147
-0.06433793,-0.014575373,0.014305454,0.08052585
0.009138136,-0.17232695,-0.16661842,-0.06588155
-0.008826463,0.1349934,-0.010375005,0.2261811
-0.19269222,-0.2001911,0.05951015,0.047070026
0.17672099,-0.31869954,0.032492246,0.04219025
-0.105926014,0.034611207,-0.0031895172,-0.011886519
0.012965943,-0.3292335,-0.083809145,-0.08973874
0.063772924,0.08273136,0.080450654,-0.07786178
0.10799615,0.042513102,-0.2288953,0.1419351
-0.2516816,-0.13981716,-0.117768064,0.012992226
0.0891046,-0.09730197,0.18076259,0.032217115
-0.011702628,-0.0377505,0.07027086,-0.025695873
0.14111401,-0.18271117,0.06923814,-0.05802953
-0.08378633,-0.17092693,-0.0848305,-0.09841385
-0.07875504,0.015809555,-0.42775926,0.12639503
-0.26318958,0.0010061376,-0.207687,0.071423285
